Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,No,No,575,Human Resources,16,1,Technical Degree,1,6419,3,Female,175,4,2,Research Scientist,1,Single,16111.0,225554.0,5,Y,Yes,37,1,2,80,1,8,5,1,7,5,5,4
57,No,Yes,674,Hardware,19,1,Technical Degree,1,837,1,Male,146,1,2,Manager,4,Divorced,15336.0,291384.0,5,Y,Yes,33,3,3,80,1,20,4,2,2,1,2,1
58,Yes,Yes,748,Support,40,1,Technical Degree,1,5092,2,Male,84,3,3,Manufacturing Director,1,Divorced,28826.0,144130.0,3,Y,Yes,25,2,2,80,4,28,4,1,1,1,1,1
25,Yes,Yes,739,Human Resources,26,3,Technical Degree,1,730,1,Male,146,3,3,Sales Executive,1,Single,23108.0,577700.0,4,Y,Yes,8,2,3,80,1,26,5,1,20,5,12,4
49,No,Yes,390,Sales,8,4,Human Resources,1,7031,3,Male,49,2,3,Research Scientist,1,Married,37254.0,37254.0,2,Y,Yes,41,2,3,80,4,24,3,1,23,18,9,10
60,No,No,365,Sales,14,2,Medical,1,4728,4,Male,44,4,2,Human Resources,4,Single,21519.0,451899.0,3,Y,No,11,4,2,80,3,30,3,1,16,8,3,4
41,Yes,Yes,145,Software,21,1,Other,1,1158,2,Male,83,3,3,Sales Representative,1,Single,7717.0,169774.0,1,Y,Yes,20,4,3,80,2,35,3,2,15,14,6,6
53,No,No,1071,Support,41,2,Other,1,3623,2,Female,179,2,5,Research Director,1,Single,26184.0,445128.0,8,Y,No,14,4,1,80,1,40,4,4,25,8,24,10
58,No,Yes,200,Hardware,48,3,Other,1,2483,1,Male,52,4,3,Research Director,1,Married,49813.0,747195.0,2,Y,No,40,4,2,80,4,10,6,4,5,3,4,4
55,No,No,138,Support,16,4,Human Resources,1,7950,3,Female,32,1,3,Sales Representative,1,Married,1419.0,32637.0,4,Y,Yes,5,4,1,80,2,9,4,4,3,1,2,2
34,No,Yes,1333,Support,48,5,Marketing,1,5103,2,Female,134,3,2,Manager,1,Married,3190.0,31900.0,0,Y,Yes,5,4,2,80,2,3,2,4,2,2,2,1
34,No,Yes,1091,Research & Development,38,2,Life Sciences,1,3499,4,Male,153,2,3,Healthcare Representative,1,Married,38194.0,1031238.0,5,Y,Yes,44,1,2,80,2,32,2,4,23,8,8,1
18,Yes,Yes,1398,Software,8,4,Life Sciences,1,6905,1,Male,117,3,2,Laboratory Technician,4,Single,28823.0,807044.0,1,Y,No,43,2,1,80,4,18,2,2,2,2,1,1
45,No,Yes,911,Hardware,44,3,Marketing,1,6299,2,Male,56,2,1,Research Scientist,4,Single,38666.0,927984.0,0,Y,Yes,36,2,3,80,4,20,6,1,11,3,8,10
21,No,No,157,Human Resources,37,4,Human Resources,1,7725,2,Female,103,3,4,Research Scientist,4,Married,25541.0,561902.0,5,Y,No,31,4,4,80,3,38,5,4,32,7,14,16
54,No,Yes,240,Support,15,5,Medical,1,8521,3,Female,99,2,2,Developer,1,Divorced,38998.0,584970.0,8,Y,Yes,2,2,4,80,4,35,4,4,15,3,5,9
39,Yes,No,278,Hardware,14,5,Life Sciences,1,7014,3,Male,127,4,2,Sales Representative,1,Divorced,22943.0,206487.0,0,Y,No,11,3,1,80,2,13,2,3,10,6,6,7
48,No,Yes,879,Software,13,1,Other,1,7211,1,Female,38,1,5,Research Director,1,Single,13569.0,176397.0,7,Y,No,4,4,2,80,3,28,3,1,3,3,2,1
31,Yes,Yes,1375,Sales,15,1,Marketing,1,7948,3,Female,137,1,3,Manager,4,Single,10325.0,289100.0,6,Y,Yes,46,4,4,80,1,39,3,1,14,9,14,2
31,Yes,Yes,1194,Research & Development,25,4,Human Resources,1,9677,4,Male,76,3,3,Research Director,4,Single,12467.0,37401.0,6,Y,No,27,1,2,80,2,13,3,3,12,1,10,9
45,Yes,No,710,Human Resources,27,1,Marketing,1,7034,4,Female,183,3,5,Sales Representative,2,Divorced,45668.0,1370040.0,4,Y,No,4,3,1,80,3,21,1,1,12,5,9,1
60,No,Yes,1023,Human Resources,22,3,Technical Degree,1,2838,1,Female,104,2,4,Sales Representative,2,Divorced,16630.0,199560.0,5,Y,Yes,0,3,4,80,1,24,3,4,24,6,10,4
49,No,No,469,Support,13,3,Other,1,4061,2,Female,85,3,5,Human Resources,1,Married,12024.0,240480.0,4,Y,Yes,48,2,2,80,4,33,3,4,19,8,12,13
39,Yes,No,1477,Support,47,2,Marketing,1,1641,2,Male,152,4,5,Healthcare Representative,3,Single,45677.0,456770.0,5,Y,No,12,2,1,80,2,31,4,1,9,3,7,8
34,No,Yes,213,Software,17,5,Technical Degree,1,8274,3,Male,41,4,4,Research Scientist,1,Divorced,7619.0,129523.0,4,Y,Yes,4,3,2,80,2,14,6,3,3,1,1,1
22,No,No,581,Hardware,26,5,Marketing,1,1069,1,Male,103,4,1,Human Resources,2,Single,43438.0,912198.0,5,Y,No,12,3,1,80,1,26,5,1,23,23,14,15
53,Yes,No,238,Human Resources,35,2,Life Sciences,1,8554,4,Female,181,2,2,Manufacturing Director,1,Divorced,36098.0,36098.0,0,Y,Yes,35,1,1,80,2,4,6,4,4,1,1,1
29,Yes,No,1115,Support,47,2,Human Resources,1,640,2,Female,145,1,3,Human Resources,1,Divorced,18264.0,438336.0,6,Y,No,30,4,3,80,2,16,3,3,10,6,3,2
46,No,No,1128,Software,20,4,Marketing,1,3105,2,Female,121,1,1,Research Director,1,Single,7914.0,55398.0,5,Y,Yes,28,2,2,80,3,32,2,1,27,14,21,25
51,No,No,643,Sales,41,3,Other,1,1348,2,Male,138,4,5,Manager,4,Divorced,34169.0,34169.0,1,Y,No,43,1,3,80,4,16,5,3,12,9,5,5
29,Yes,Yes,124,Hardware,43,3,Other,1,7329,4,Female,194,2,5,Manufacturing Director,2,Divorced,48915.0,538065.0,4,Y,No,35,2,4,80,2,18,4,1,9,7,1,7
41,Yes,Yes,106,Hardware,39,5,Marketing,1,4304,2,Female,106,4,1,Laboratory Technician,2,Married,22946.0,367136.0,5,Y,Yes,36,1,4,80,3,8,4,4,8,5,2,5
38,No,Yes,661,Support,17,2,Technical Degree,1,4185,1,Female,160,1,1,Research Scientist,2,Divorced,40921.0,1063946.0,2,Y,No,34,2,1,80,2,26,5,1,1,1,1,1
18,Yes,Yes,474,Software,2,3,Technical Degree,1,9096,3,Male,94,3,3,Manufacturing Director,1,Single,7450.0,126650.0,5,Y,Yes,24,4,2,80,2,25,6,1,8,7,5,6
53,Yes,Yes,1140,Research & Development,24,2,Life Sciences,1,5139,2,Female,171,1,1,Manager,1,Married,41954.0,545402.0,1,Y,Yes,46,2,2,80,4,38,4,3,25,15,14,18
47,Yes,No,1440,Software,44,5,Marketing,1,3613,1,Male,147,3,4,Manufacturing Director,2,Divorced,9488.0,237200.0,8,Y,No,30,2,2,80,3,3,4,1,3,2,3,3
50,No,Yes,797,Research & Development,33,4,Technical Degree,1,9593,1,Female,155,4,3,Developer,1,Married,28527.0,199689.0,2,Y,Yes,24,1,3,80,4,30,3,3,17,3,5,16
60,Yes,No,296,Support,8,2,Other,1,9272,2,Male,99,3,4,Manager,3,Married,2856.0,34272.0,3,Y,No,22,3,4,80,4,9,2,4,2,2,2,2
50,No,Yes,244,Sales,26,4,Human Resources,1,8076,4,Male,100,2,2,Healthcare Representative,1,Single,35374.0,848976.0,8,Y,No,42,4,3,80,1,21,6,2,19,4,16,17
51,Yes,No,1098,Human Resources,47,5,Human Resources,1,9752,4,Female,44,4,2,Healthcare Representative,2,Single,17681.0,424344.0,3,Y,Yes,44,1,1,80,3,28,6,4,20,12,1,19
23,Yes,Yes,598,Software,26,3,Marketing,1,1068,1,Female,46,3,5,Developer,4,Divorced,42640.0,1108640.0,1,Y,No,15,4,2,80,3,2,5,1,2,1,2,1
56,No,No,1404,Hardware,3,3,Technical Degree,1,401,4,Male,200,4,1,Healthcare Representative,4,Married,16311.0,473019.0,5,Y,Yes,24,3,3,80,1,39,5,3,38,33,19,23
42,No,No,148,Hardware,39,3,Technical Degree,1,6455,2,Male,75,3,1,Research Director,4,Divorced,47127.0,282762.0,3,Y,No,35,4,3,80,4,19,5,3,4,1,4,1
20,Yes,No,1397,Research & Development,30,1,Medical,1,351,2,Female,91,1,2,Research Director,1,Single,18591.0,111546.0,0,Y,Yes,8,2,4,80,2,28,1,3,13,13,1,2
37,Yes,Yes,940,Software,44,2,Human Resources,1,2043,2,Female,40,2,4,Manufacturing Director,3,Married,25567.0,357938.0,4,Y,No,39,1,4,80,1,17,6,1,5,4,4,4
37,No,Yes,156,Support,17,3,Other,1,8515,1,Male,85,1,3,Human Resources,2,Divorced,41685.0,166740.0,8,Y,Yes,14,3,1,80,4,16,4,3,2,2,1,2
49,No,Yes,829,Research & Development,9,5,Other,1,8058,1,Male,115,3,4,Research Director,4,Single,12242.0,159146.0,7,Y,No,34,2,4,80,2,35,3,4,9,1,3,6
41,No,Yes,126,Software,22,4,Technical Degree,1,4015,4,Female,121,4,1,Human Resources,2,Divorced,50736.0,405888.0,6,Y,Yes,32,1,1,80,1,25,5,3,18,15,13,12
52,Yes,Yes,1246,Support,18,3,Technical Degree,1,2183,4,Male,94,4,3,Manufacturing Director,2,Married,3309.0,36399.0,2,Y,No,22,3,3,80,2,1,2,4,1,1,1,1
31,Yes,No,1073,Human Resources,40,5,Marketing,1,6750,4,Male,135,4,1,Research Director,1,Divorced,12465.0,24930.0,7,Y,No,22,1,4,80,2,33,1,2,2,1,2,1
60,Yes,Yes,680,Sales,42,5,Other,1,3527,4,Female,157,2,3,Sales Representative,1,Single,15147.0,348381.0,6,Y,No,27,1,3,80,3,28,5,4,8,5,1,3
60,Yes,No,1488,Sales,48,2,Human Resources,1,4412,2,Male,189,2,5,Sales Representative,2,Divorced,27269.0,354497.0,5,Y,No,0,2,2,80,2,6,5,4,4,2,1,3
37,No,Yes,963,Hardware,22,5,Technical Degree,1,1864,2,Male,167,1,3,Sales Executive,3,Divorced,47428.0,331996.0,3,Y,No,4,2,2,80,2,29,3,4,9,6,4,4
52,Yes,Yes,1149,Hardware,47,4,Life Sciences,1,3715,1,Female,145,4,5,Healthcare Representative,3,Single,30796.0,431144.0,7,Y,No,41,2,4,80,3,16,4,2,12,7,6,12
46,No,No,679,Hardware,45,1,Medical,1,3611,2,Female,127,3,1,Human Resources,3,Married,25141.0,175987.0,7,Y,Yes,23,2,3,80,4,3,1,4,3,1,2,1
19,No,Yes,984,Human Resources,27,1,Medical,1,3236,3,Male,35,2,2,Laboratory Technician,2,Divorced,44488.0,44488.0,4,Y,Yes,19,2,1,80,2,11,5,3,6,3,4,5
55,Yes,No,602,Support,42,2,Life Sciences,1,9525,4,Male,84,4,4,Laboratory Technician,3,Married,23990.0,167930.0,3,Y,No,33,1,3,80,2,28,2,1,19,13,14,3
33,No,Yes,167,Support,13,4,Medical,1,7260,3,Male,78,1,5,Human Resources,4,Divorced,21267.0,297738.0,4,Y,Yes,46,4,1,80,2,24,5,3,23,22,18,11
57,Yes,Yes,1255,Support,19,4,Marketing,1,8303,1,Female,54,3,5,Manufacturing Director,3,Single,31741.0,190446.0,5,Y,No,4,2,2,80,3,35,1,1,13,3,5,6
30,No,Yes,862,Human Resources,45,1,Medical,1,7422,2,Male,41,1,4,Sales Representative,3,Married,41965.0,1175020.0,3,Y,No,5,1,1,80,2,12,4,2,5,5,3,2
59,Yes,Yes,832,Research & Development,41,4,Technical Degree,1,6238,2,Female,166,4,3,Research Scientist,4,Single,13040.0,117360.0,2,Y,Yes,0,1,2,80,2,22,1,1,7,6,3,3
53,Yes,Yes,172,Sales,24,2,Life Sciences,1,5740,4,Male,185,2,4,Manager,2,Divorced,15892.0,413192.0,8,Y,Yes,25,4,3,80,3,34,1,4,17,14,16,3
35,No,Yes,1244,Research & Development,6,4,Marketing,1,6219,2,Female,177,1,1,Human Resources,3,Single,5961.0,5961.0,4,Y,Yes,13,3,1,80,3,6,5,3,6,4,6,3
43,Yes,Yes,1245,Human Resources,11,3,Technical Degree,1,3577,3,Male,195,3,1,Healthcare Representative,4,Divorced,1651.0,16510.0,6,Y,Yes,8,2,3,80,2,22,2,3,16,5,11,1
55,Yes,Yes,1091,Hardware,25,2,Marketing,1,7037,4,Female,180,3,4,Research Director,2,Single,7767.0,15534.0,7,Y,Yes,20,3,2,80,2,24,3,4,9,2,5,8
21,Yes,Yes,642,Research & Development,17,4,Medical,1,9427,4,Female,131,2,2,Research Director,2,Married,34173.0,375903.0,8,Y,Yes,13,3,3,80,1,17,2,2,17,5,10,6
21,No,No,1391,Hardware,44,4,Life Sciences,1,7152,2,Female,153,3,4,Research Director,4,Divorced,40578.0,811560.0,4,Y,Yes,27,1,4,80,4,7,4,2,6,1,5,5
21,No,Yes,589,Software,19,2,Technical Degree,1,3353,2,Female,33,2,5,Human Resources,3,Divorced,29196.0,671508.0,0,Y,Yes,1,4,4,80,4,12,4,1,6,5,1,3
23,Yes,Yes,910,Hardware,32,2,Human Resources,1,4962,2,Female,190,4,4,Human Resources,4,Married,48660.0,583920.0,0,Y,Yes,38,1,4,80,1,37,6,1,25,3,19,4
55,Yes,No,844,Software,38,3,Life Sciences,1,8139,4,Male,153,3,4,Sales Representative,2,Single,36252.0,761292.0,0,Y,No,43,2,1,80,3,37,3,2,30,17,30,25
34,No,Yes,987,Human Resources,18,4,Marketing,1,3218,2,Female,183,1,4,Human Resources,4,Married,34934.0,524010.0,8,Y,Yes,31,4,3,80,3,26,6,3,14,1,3,13
39,No,No,131,Hardware,50,1,Marketing,1,8331,4,Male,160,1,5,Laboratory Technician,1,Divorced,32128.0,289152.0,2,Y,Yes,31,1,1,80,1,6,3,3,3,3,3,3
18,No,Yes,1010,Hardware,24,1,Technical Degree,1,5304,1,Female,94,2,2,Manager,1,Divorced,38994.0,857868.0,8,Y,No,42,2,1,80,4,40,2,3,35,1,31,34
40,No,Yes,1056,Hardware,3,2,Life Sciences,1,3442,2,Female,54,1,3,Sales Executive,2,Married,47162.0,1226212.0,4,Y,Yes,5,1,2,80,1,34,2,1,15,14,1,15
22,Yes,Yes,303,Support,29,1,Technical Degree,1,5365,4,Male,96,4,1,Human Resources,2,Divorced,42128.0,210640.0,4,Y,No,47,4,3,80,4,39,3,4,24,18,20,24
59,No,No,504,Human Resources,29,5,Technical Degree,1,5736,2,Male,158,3,3,Research Scientist,4,Married,13821.0,41463.0,3,Y,Yes,20,2,4,80,2,5,5,2,3,3,1,3
44,Yes,Yes,900,Research & Development,6,2,Medical,1,6443,1,Female,55,4,5,Sales Representative,1,Married,27332.0,163992.0,5,Y,No,28,4,3,80,2,40,4,2,22,10,20,9
20,Yes,Yes,1249,Hardware,3,2,Other,1,723,3,Male,69,4,1,Developer,3,Single,47328.0,709920.0,7,Y,No,35,3,1,80,2,33,6,3,8,8,8,3
53,Yes,Yes,752,Hardware,26,4,Life Sciences,1,9647,3,Female,105,3,3,Human Resources,2,Single,43829.0,964238.0,2,Y,No,4,2,4,80,3,15,2,4,5,1,1,5
58,Yes,No,127,Human Resources,43,4,Other,1,8078,4,Female,88,3,5,Manufacturing Director,1,Single,48419.0,1307313.0,3,Y,Yes,42,4,4,80,4,29,6,1,7,4,7,5
59,Yes,No,184,Hardware,45,4,Other,1,1389,3,Female,104,1,5,Sales Representative,4,Married,14207.0,412003.0,2,Y,No,47,1,1,80,4,20,1,1,5,1,5,1
18,No,No,645,Research & Development,43,1,Technical Degree,1,1852,3,Male,70,2,1,Human Resources,1,Single,10772.0,21544.0,6,Y,No,20,1,1,80,3,30,4,2,8,1,2,6
54,No,Yes,1103,Human Resources,4,5,Medical,1,6109,4,Male,178,2,3,Manufacturing Director,3,Single,29083.0,29083.0,2,Y,No,5,2,2,80,2,14,3,2,9,4,3,8
60,Yes,Yes,138,Support,46,3,Human Resources,1,3759,2,Male,160,2,4,Research Director,2,Divorced,14296.0,171552.0,4,Y,No,34,1,1,80,3,40,6,4,9,7,1,5
31,No,Yes,446,Research & Development,37,4,Marketing,1,3630,1,Female,85,1,1,Manager,1,Divorced,5321.0,47889.0,6,Y,Yes,32,4,2,80,1,14,2,2,10,1,8,7
25,No,No,1158,Research & Development,2,3,Other,1,1091,4,Female,171,3,5,Research Director,1,Married,19280.0,501280.0,4,Y,No,40,3,4,80,1,40,4,3,20,13,15,6
51,No,Yes,844,Research & Development,25,5,Technical Degree,1,7128,3,Male,152,1,5,Research Director,2,Married,26701.0,640824.0,7,Y,No,35,1,2,80,4,7,5,4,7,1,3,5
44,Yes,Yes,1163,Human Resources,48,5,Life Sciences,1,3650,2,Male,52,3,3,Manager,3,Single,19127.0,267778.0,8,Y,No,48,1,4,80,2,36,1,1,16,5,16,6
53,No,Yes,376,Hardware,42,2,Life Sciences,1,8148,1,Male,179,1,2,Laboratory Technician,3,Single,20471.0,225181.0,6,Y,No,46,1,4,80,2,13,3,4,13,7,9,8
24,No,Yes,596,Research & Development,2,3,Human Resources,1,8921,2,Male,59,1,3,Sales Executive,4,Married,1678.0,45306.0,1,Y,Yes,35,2,4,80,2,15,3,1,2,1,2,2
40,No,Yes,845,Support,13,4,Human Resources,1,1466,4,Male,57,4,4,Sales Executive,4,Divorced,32231.0,290079.0,1,Y,Yes,37,4,4,80,4,26,4,1,14,13,8,5
42,No,Yes,151,Hardware,21,4,Human Resources,1,6602,3,Male,57,4,2,Healthcare Representative,2,Divorced,8398.0,167960.0,1,Y,No,7,1,3,80,2,6,5,1,1,1,1,1
53,No,No,648,Human Resources,28,4,Technical Degree,1,2818,4,Female,147,2,2,Manufacturing Director,2,Divorced,41469.0,373221.0,0,Y,Yes,27,1,4,80,3,1,6,2,1,1,1,1
18,No,No,1485,Human Resources,43,5,Medical,1,4884,1,Female,156,4,2,Research Director,1,Married,40409.0,525317.0,6,Y,No,48,1,1,80,4,21,3,4,12,6,7,2
23,No,Yes,545,Software,38,1,Technical Degree,1,2816,2,Male,166,1,2,Healthcare Representative,2,Divorced,44191.0,839629.0,1,Y,No,47,3,2,80,4,11,4,3,1,1,1,1
26,No,Yes,1342,Sales,39,5,Marketing,1,4943,2,Female,111,2,2,Laboratory Technician,1,Single,20387.0,81548.0,0,Y,No,31,4,1,80,3,8,3,1,3,3,1,3
46,No,Yes,1412,Support,24,4,Technical Degree,1,7408,2,Female,43,1,4,Human Resources,1,Married,6263.0,131523.0,4,Y,Yes,32,2,1,80,1,31,2,4,26,2,14,3
42,Yes,Yes,142,Research & Development,36,5,Marketing,1,5685,2,Female,141,1,3,Manager,3,Single,41101.0,493212.0,3,Y,Yes,41,3,2,80,1,32,4,1,14,8,10,7
57,Yes,Yes,738,Human Resources,7,4,Medical,1,2380,3,Male,97,1,2,Developer,3,Single,46573.0,372584.0,0,Y,No,34,2,2,80,3,36,4,1,7,4,3,3
59,No,No,239,Human Resources,18,5,Marketing,1,7514,4,Female,59,1,3,Developer,4,Married,48390.0,1403310.0,1,Y,Yes,5,1,4,80,1,3,5,3,2,1,2,1
48,No,Yes,522,Hardware,29,4,Technical Degree,1,8219,4,Female,115,4,5,Healthcare Representative,2,Divorced,35436.0,1027644.0,5,Y,Yes,1,2,3,80,3,30,3,4,22,16,20,6
22,Yes,No,220,Sales,34,5,Technical Degree,1,9362,1,Male,142,3,4,Laboratory Technician,4,Single,2543.0,5086.0,2,Y,No,32,2,1,80,3,10,5,2,1,1,1,1
29,Yes,Yes,825,Research & Development,34,2,Life Sciences,1,9791,1,Female,134,2,3,Human Resources,1,Divorced,10312.0,123744.0,1,Y,Yes,3,3,4,80,1,9,3,3,4,3,4,3
47,No,Yes,1159,Hardware,7,2,Technical Degree,1,8091,3,Male,139,3,2,Developer,3,Divorced,30430.0,791180.0,1,Y,Yes,47,2,3,80,2,37,3,1,14,11,10,11
41,No,Yes,587,Research & Development,20,5,Marketing,1,119,3,Male,83,2,4,Laboratory Technician,2,Single,34738.0,416856.0,3,Y,Yes,21,2,2,80,4,37,2,3,10,6,6,5
21,Yes,Yes,1001,Research & Development,28,1,Medical,1,5903,4,Male,104,2,1,Research Scientist,2,Married,7429.0,133722.0,5,Y,Yes,33,2,4,80,1,14,6,3,7,1,4,5
46,Yes,No,213,Human Resources,7,3,Technical Degree,1,4279,2,Female,189,3,3,Manufacturing Director,2,Single,23115.0,693450.0,8,Y,Yes,42,1,1,80,1,26,6,2,7,2,6,5
38,Yes,Yes,1307,Hardware,32,1,Human Resources,1,3182,2,Male,153,2,4,Developer,3,Married,9181.0,220344.0,8,Y,Yes,16,2,3,80,3,10,4,4,5,5,5,2
50,Yes,Yes,354,Software,23,2,Human Resources,1,7330,4,Male,164,2,1,Sales Executive,4,Married,43976.0,923496.0,1,Y,Yes,45,3,2,80,3,11,5,4,3,2,3,2
56,No,Yes,1311,Hardware,10,4,Other,1,9587,3,Female,118,4,5,Research Director,3,Married,44938.0,44938.0,8,Y,No,8,4,4,80,1,28,6,3,10,7,3,4
58,Yes,No,891,Research & Development,31,2,Technical Degree,1,4141,4,Female,162,2,4,Research Director,2,Divorced,15707.0,204191.0,2,Y,Yes,29,3,3,80,1,10,6,4,3,2,1,2
58,Yes,Yes,695,Hardware,10,2,Other,1,1497,2,Male,178,3,1,Manager,1,Single,29352.0,234816.0,0,Y,No,43,2,3,80,3,16,3,2,13,2,3,5
44,No,Yes,1359,Support,44,5,Other,1,7562,3,Female,109,4,2,Research Director,1,Divorced,15745.0,251920.0,6,Y,Yes,12,4,4,80,1,7,4,4,1,1,1,1
51,Yes,No,791,Support,40,2,Life Sciences,1,2924,3,Female,188,1,1,Manager,4,Single,16096.0,386304.0,3,Y,No,14,1,3,80,1,18,5,4,8,3,1,1
55,No,Yes,1107,Hardware,2,5,Marketing,1,9102,4,Male,126,1,2,Research Director,4,Single,47073.0,564876.0,4,Y,No,21,3,2,80,2,25,4,3,19,15,14,16
50,Yes,Yes,902,Support,2,4,Marketing,1,3745,2,Female,97,2,4,Sales Executive,1,Divorced,10492.0,83936.0,8,Y,No,16,3,4,80,4,13,4,1,10,9,4,10
21,Yes,Yes,260,Sales,27,5,Marketing,1,5518,3,Male,117,4,3,Manager,4,Single,50221.0,301326.0,2,Y,Yes,44,4,4,80,1,17,1,2,11,4,7,6
19,Yes,Yes,910,Sales,34,4,Medical,1,7897,4,Female,85,3,1,Developer,2,Divorced,31088.0,435232.0,5,Y,No,30,1,1,80,3,2,2,1,1,1,1,1
45,Yes,No,1389,Support,34,1,Marketing,1,4149,1,Female,89,1,2,Research Director,1,Married,7163.0,193401.0,4,Y,Yes,11,2,1,80,3,13,3,4,13,6,13,7
26,No,Yes,269,Research & Development,3,5,Marketing,1,218,4,Male,47,2,1,Healthcare Representative,4,Married,5641.0,112820.0,5,Y,No,25,3,4,80,4,37,4,4,31,5,18,4
38,No,Yes,797,Support,40,3,Technical Degree,1,1455,2,Male,121,4,2,Sales Executive,3,Single,15240.0,426720.0,1,Y,No,38,4,1,80,3,38,1,1,6,1,6,1
50,No,Yes,388,Software,19,5,Other,1,3605,1,Male,78,1,4,Human Resources,1,Single,36003.0,72006.0,1,Y,No,0,1,1,80,3,2,2,3,1,1,1,1
38,No,No,1268,Human Resources,28,5,Medical,1,6348,2,Female,199,3,3,Research Scientist,3,Married,6375.0,12750.0,4,Y,No,11,4,1,80,2,21,2,4,14,3,1,12
20,Yes,Yes,770,Research & Development,19,3,Medical,1,7070,1,Female,93,2,1,Research Director,1,Divorced,39962.0,599430.0,3,Y,No,48,3,3,80,2,17,1,1,17,15,4,3
28,No,Yes,985,Research & Development,3,4,Life Sciences,1,2825,4,Female,33,4,1,Sales Representative,2,Single,21767.0,457107.0,6,Y,Yes,7,1,2,80,3,15,3,3,15,10,7,3
57,No,No,1353,Human Resources,38,5,Medical,1,3882,4,Female,117,2,1,Manager,2,Divorced,6463.0,38778.0,3,Y,No,38,3,3,80,1,40,2,4,35,6,2,9
50,No,Yes,966,Support,16,5,Marketing,1,6084,2,Female,60,2,2,Laboratory Technician,2,Divorced,5969.0,11938.0,1,Y,No,44,2,3,80,3,17,5,2,14,13,14,8
21,No,Yes,187,Human Resources,10,1,Human Resources,1,5879,3,Male,130,2,1,Sales Representative,2,Divorced,7440.0,74400.0,5,Y,No,15,3,1,80,3,40,1,1,17,10,1,4
24,Yes,Yes,1436,Hardware,33,5,Technical Degree,1,3762,4,Female,98,4,2,Healthcare Representative,4,Divorced,47331.0,331317.0,2,Y,No,30,4,4,80,1,37,3,1,8,5,7,4
54,No,No,1324,Research & Development,43,2,Marketing,1,6624,2,Male,158,2,2,Manufacturing Director,1,Married,3291.0,82275.0,1,Y,No,39,2,4,80,4,31,1,4,23,13,9,13
18,No,No,1409,Research & Development,29,3,Other,1,2915,2,Female,90,3,1,Sales Representative,2,Married,23083.0,530909.0,4,Y,No,26,4,2,80,4,39,5,1,39,23,23,19
18,Yes,No,316,Research & Development,43,5,Technical Degree,1,8092,1,Female,75,2,4,Developer,1,Divorced,49548.0,1337796.0,7,Y,No,49,3,1,80,1,25,4,4,11,10,2,2
57,Yes,Yes,227,Human Resources,39,1,Marketing,1,1065,1,Female,67,1,1,Developer,4,Divorced,49146.0,393168.0,4,Y,No,31,2,3,80,3,2,6,1,1,1,1,1
43,No,No,577,Support,37,4,Technical Degree,1,4809,3,Female,61,2,2,Sales Representative,2,Single,40359.0,1130052.0,1,Y,Yes,20,2,2,80,3,34,3,1,33,31,21,23
31,No,No,183,Human Resources,14,5,Medical,1,7698,4,Female,187,3,5,Research Scientist,1,Single,39147.0,782940.0,1,Y,Yes,36,1,2,80,1,4,3,3,2,1,1,1
32,Yes,Yes,1428,Software,15,1,Marketing,1,7857,1,Female,87,2,5,Laboratory Technician,3,Single,49977.0,1349379.0,0,Y,Yes,7,1,1,80,3,24,2,4,1,1,1,1
34,No,No,1289,Support,8,5,Marketing,1,2334,1,Female,160,4,3,Research Scientist,3,Married,44892.0,404028.0,5,Y,No,49,3,2,80,4,19,3,2,12,5,2,12
26,Yes,Yes,981,Research & Development,13,4,Life Sciences,1,7826,2,Male,115,1,4,Sales Executive,4,Divorced,37203.0,372030.0,4,Y,Yes,33,1,1,80,4,6,4,2,3,1,3,1
29,Yes,Yes,433,Support,1,4,Life Sciences,1,3660,3,Female,170,2,4,Laboratory Technician,1,Married,13073.0,379117.0,8,Y,Yes,43,2,2,80,3,37,4,1,1,1,1,1
19,Yes,Yes,1491,Software,37,2,Human Resources,1,3792,2,Male,33,3,3,Healthcare Representative,1,Married,35521.0,852504.0,5,Y,Yes,35,4,4,80,1,20,5,2,10,8,1,4
31,Yes,Yes,488,Sales,21,4,Technical Degree,1,9583,2,Female,36,3,2,Sales Representative,3,Single,30153.0,482448.0,8,Y,No,10,1,3,80,4,37,5,1,23,7,15,22
24,Yes,Yes,1361,Research & Development,37,3,Technical Degree,1,5015,1,Female,52,2,3,Sales Representative,1,Married,41702.0,417020.0,5,Y,Yes,32,4,4,80,3,12,3,2,2,1,1,1
55,Yes,Yes,1453,Hardware,22,5,Marketing,1,4133,4,Female,73,4,2,Developer,4,Divorced,46053.0,552636.0,3,Y,Yes,28,1,4,80,1,29,1,2,7,4,5,4
31,Yes,Yes,813,Sales,8,2,Other,1,1895,3,Male,146,4,2,Research Scientist,1,Divorced,6720.0,161280.0,1,Y,Yes,21,1,4,80,2,29,5,4,25,9,17,14
